CustomerID,Recency,Frequency,Monetary
12347,0.002680965147453083,0.02884615384615385,0.01537134918412043
12348,0.19839142091152814,0.014423076923076924,0.006403711707421386
12349,0.0482573726541555,0.0,0.006262064462380003
12350,0.8284182305630027,0.0,0.0011830703384030838
12352,0.09383378016085792,0.03365384615384616,0.008933305239427739
12353,0.5442359249329759,0.0,0.00030727709241781456
12354,0.6193029490616622,0.0,0.0038418558651309802
12355,0.5710455764075067,0.0,0.0016291752925520595
12356,0.058981233243967826,0.009615384615384616,0.010023193175008185
12357,0.08579088471849866,0.0,0.022143829090839527
12358,0.002680965147453083,0.004807692307692308,0.004158269187009765
12359,0.15281501340482573,0.014423076923076924,0.02250913551569304
12360,0.13672922252010725,0.009615384615384616,0.009490115598998325
12361,0.7667560321715818,0.0,0.0006673730114068679
12362,0.005361930294906166,0.04326923076923077,0.018641227121239758
12363,0.2922252010723861,0.004807692307692308,0.001959649842585621
12364,0.01876675603217158,0.014423076923076924,0.004675893687407905
12365,0.7774798927613941,0.004807692307692308,0.0022786327290003046
12367,0.00804289544235925,0.0,0.00059242737910984
12370,0.13404825737265416,0.014423076923076924,0.01263026621545113
12371,0.11796246648793565,0.004807692307692308,0.006727476838944547
12372,0.19034852546916892,0.009615384615384616,0.004622146962532036
12373,0.8310991957104558,0.0,0.0012908492953254765
12374,0.064343163538874,0.0,0.002641048393750933
12375,0.02680965147453083,0.004807692307692308,0.0016223944972489951
12377,0.8418230563002681,0.004807692307692308,0.005800149548655988
12378,0.34584450402144773,0.0,0.014295772295469083
12379,0.21715817694369974,0.004807692307692308,0.003031158254055129
12380,0.05630026809651475,0.014423076923076924,0.00971406028598111
12381,0.010723860589812333,0.019230769230769232,0.006575265828588916
12383,0.4932975871313673,0.019230769230769232,0.006594002236663173
12384,0.07506702412868632,0.004807692307692308,0.0020783851371819124
12386,0.903485254691689,0.004807692307692308,0.0014239670136435307
12388,0.040214477211796246,0.02403846153846154,0.009913379979494872
12390,0.21179624664879357,0.0,0.0019519411489779266
12391,0.05630026809651475,0.0,0.0015587263981928533
12393,0.19034852546916892,0.014423076923076924,0.005637695968553098
12394,0.16890080428954424,0.004807692307692308,0.004530927421507654
12395,0.0482573726541555,0.05288461538461539,0.010762656747005528
